,review,mall_logo,date,name,star_score,label
12,유명한 제품이라 그런가 짭이 엄청 많다 그래서;; 되게 걱정했는데 받아서 연결해보니 지허브 연결 잘 됩니다화이트는 오래 쓰면 아무래도 블랙보다 때가 좀 탈 거 같아서 블랙 사고 싶었는데 재고가 없어서 그냥 화이트를 샀는데 의외로 때가 안 탈 것 같은 재질이라 괜찮을 것 같습니다소소한 장점으론 마우스 빛 색상 조절을 지허브에서 커스텀으로 변경 가능하기 때문에 좋아하는 색으로 바꿨더니 기분이 엄청 좋습니다이전에 샀던 마우스가 휠이 잘 안돼서 엄청 속을 썩였는데... 확실히 유명한 회사 제품이라 그런가 휠도 엄청 쫀쫀하게 잘 되고 버튼도 전부 잘 작동합니다 잘 쓰겠습니다!!,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.17.,za****,100,1
13,마우스 계의 명품이죠 클릭 과 휠이 부드러워 손가락도 안아프고 좋죠 배송도 빠르구요 다만 단점이라면 굉장히 손을 살짝만 움직여도 마우스 포인트가 휙휙 멀리까지 움직이게 사용할때  마우스가 좀  제멋대로 떨리면서 다른 곳으로 가는 현상이 있습니다 그래서 제가 이 마우스 말고 이거 보다 상위 버전인 로지텍 마우스를 구입했을 때는 그런 현상은 없더군요 다만 이 마우스의 상위 버전인 로지텍 마우스는 다 좋은데 마우스 휠과 마우스 클릭이 부드럽지 못한 것이 조금은 단점 이더군요 서로 반대인 것입니다 참고하십시오 잘사용하겠습니다,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.06.05.,ki****,80,1
14,"로지텍 G-HUB에서 정품 인증되네요!!쿠X에서 G102 2세대 정품을 샀는데 가품이 와서 어이가 없어서 찾아보다가 여기에서 샀습니다. 다행히 정품 인증이 되네요.정품은 로지텍 G-HUB를 다운 받으시고 마우를 꼽으시면 마우스가 자동으로 인식됩니다. 그리고 시리얼 넘버(마우스 뒷면 S/N)로 정품 등록이 가능합니다. 첫 번째 사진은 마우스가 인식된 사진, 두 번째 사진은 로지텍 홈에피이지에서 시리얼 넘버 입력후 나오는 창입니다. 시리얼 넘버가 가품일 경우 맞는 일련번호 없음 이라고 나옵니다. 사업 번창하세요!",//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.14.,ma****,100,1
15,기존에 사용하던 G1 마우스 스크롤이 망가졌습니다. ㅠㅠ 전기모기채를 가까이서 사용했는데 마우스에서 열이 조금 나더니 스크롤이 망가졌습니다. ㅠㅠ 플라스틱 몸체인데 왜 망가졌는지 모르겠어요. 더 정밀한 모니터는 화면에다 대고 모기잡는데 멀쩡하거든요.   암튼 G1 마우스와는 커서의 감이 조금 달라서 적응이 필요해 보입니다. ㅠㅠ G1 보다 조금 긴건지 스크롤 위치가 살짝 멀게 느껴집니다. 버튼이 부드러운지 우클릭 오작동이 자주 발생합니다. 다 적응하면 될일입니다.  ^^,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.07.16.,ha****,100,1
16,"G102 화이트(벌크) 구매 리뷰입니다.가성비,성능 확실한,여러 PC방에서 쓸 정도로 검증된 G102벌크라서 품질이 상하지않았을까 걱정은 조금 했는데 왠걸 뽁뽁이로 싸서 포장까지 해주시면..감사합니다. 벌크 걱정하덜덜마시고 구매해도 전혀 무관할거같구요.크으..색깔 보이십니까 여러분불좀 꺼줄래? 내 마우스좀 보게..영롱한거 보이십니까? G마크 부터 뒷,옆면까지 흐흐..고민하지마시고 구매하시길 바랍니다.컴퓨터가 한대가 더 있는데 재구매 욕구 뿜뿜!!",//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.03.03.,ch****,100,1
17,마우스 무게 그립감 감도 가성비 까지 다 좋더군요.쓰다보니 마우스 led 너무 밝고 눈부셔서 끄려고 소프트웨어 받어서 설치하려는데아무리 기다려도 설치가 안되더군요.검색해서 알아보니 윈도우 계정명이 한글은 안되고 계정 추가 해서 영문으로 바꾸었더니되더군요.어이없네요. 이걸 패치를 안해준다고?로지텍 코리아 실망입니다.고객과의 소통부족과 횡포로 쓰러져가는 게임업체가 생각 나는 군요.전 앞으로 불매하려 합니다.제발 정신 차려 주시길.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.08.12.,DO****,60,2
18,마우스는 블랙만 선호했는데 이번에 스마일데이 떴길래 맛탱이가던 마우스를 교체했습니다.블루색깔이 보기엔 살짝 질리거나 촌스러운 느낌이 있을꺼 같았는데 막상받아보니 훨씬 이쁘네요..블랙 질리시던분들은 블루색 추천드립니다..지허브 설치시 처음 마우스 인식 불가.. ?? 재접속시 무한로딩 걸리던데 마우스를 다시 뺏다가 끼워보니 바로 지허브 인식하네요..??지허브 설치관련해서 참고하세요~~??????,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.11.03.,sc****,100,1
19,전선까지 싹다올화이트인제품을찾다가 이게최고의선택이였습니다ㅎㅎ특히불빛에반했어요너무이쁨ㅜㅜㅎㅎ컴터2대사면서화이트로풀세트맞추면서 이마우스도2개주문했어용ㅎㅎ만족100점만점ㅎㅎ게임용으로샀는데넘좋아용ㅎㅎ다른컴터1대가아직안와서마우스1개는아직뜯지못했지만 그것또한잘될거라믿고보관중입니당♡ㅎㅎ이쁘게잘쓸게요ㅎㅎ교체시기올때마다여기서계속주문할게요오래오래판매해주세용~><,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.07.19.,lo****,100,1
20,처음 배송왔을 때 제품상자가 심하게 눌리고 찌그러진채로 와서 교환을 받았습니다.하지만 이번에는 배송은 잘 왔는데 왼쪽버튼에 하자가 있네요. 유격이 있어서 좌우로 덜그럭 거리면서 눌리는데 엄청 거슬립니다. 보통 마우스는 좌클릭을 많이 사용하는데 교환까지 한 번 받은 제품이 이러니 진짜 아쉽네요..,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2023.01.03.,su****,40,0
21,손에 착 감기는 맛이 좋네요. 살짝 묵직함? 느낌이 좋네요. 이동하고 멈출때 그 무게감으로 멈춤이 적정하네요. 손맛 좋습니다. 인터넷 찾아보니 클릭 내구성이 좀 아쉽다는데 2~3년 잘 버티면 좋겠네요. 디자인 예쁘고 적정한 무게감에 부드럽습니다. 국민 마우스 답네요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.12.16.,pe****,100,1
22,"빠르게 배송되었습니다. 색상도 맘에 들어요.근데 나무위키보니까 정품에는 스티커가 있다고 하는데... 제가 받은 것에는 스티커는 없었습니다. (나무위키가 틀린것일수도)제품 특징으로... 선이 부드러워요. 유선 마우스는 거의 10년 만에 사서 써보는데, 선이 부드러워서 움직임에 불편함이 없습니다.",//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.04.14.,sk****,100,1
23,g1사용하다가 이번에 g102로 바꿨습니다. 마우스 해상도가 8000이라서 그런지 1800DPI로 맞춰쓰니.. 힘이 많이 들지 않고 좋네요... 기존 G1이 1000이어서 손목에 무리좀 가던데...아쉬운건 마우스에 있는 시리얼이랑 케이스 시리얼이 다르네요.. 혹시 고장나면 AS되겠죠???ㅎㅎㅎ,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.01.15.,co****,100,1
24,그립감도 좋고 버튼이나 휠도 괜찮고 맘에 드네요정품 가품은 모르겠고 그냥 USB연결하니 작동 잘 됩니다단점은 케이블이 넘 과도하게 길어서 처치곤란이네요 ㅎ 정리할수 있는 찍찍이라도 있음 좋았을텐데 살짝 아쉽네요아무튼 잘쓸게요 번창하세요^^,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.08.01.,sw****,100,1
25,로지텍 b100을 잘써서 로지텍 검색하다g102괜찮다는 평이 많아서 구매했는데어떤점이 더 좋은지 잘 모르겠어요.일단 배송은 빠르고 실물은 예쁘네요.컴에 장착해서 사용해보니 이 금액주고 g102쓰느니저렴한 b100 쓰는게 제 개인적으로는 낳을거 같네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.08.11.,yo****,60,2
26,배송온 보통이고 무엇보다 벌크라 그런가  박스가 아주 허접한 박스에 담아져 옵니다. 로지텍 박스가 아예 없네요;; 다나와에서 정품 링크를 타고 들어와서 대충보고 산 제 잘못도 있지만 벌크가 왜 링크 연걸 되어 있는지 모르겠네요;; 벌크입니다. 벌크벌크,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.07.14.,ss****,20,0
27,로지텍 제품 마우스를 많이 사용해봐서.. 초등학생인 아이가 무난하게 쓸 수 있는걸로 찾아서 샀습니다.가격도 적당하고 그립감도 좋다고 하네요.고장없이 오래 썼음 좋겠네요. 어찌나 험하게 쓰는지... ㅡㅡㅋ,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.06.04.,jo****,100,1
28,금액 대비 최고인 거 같아요. 이거 보다 훨씬 좋은 마우스도 많은데 그건 당연 가격도 비싸고.어차피 마우스는 소모품으로 생각하기 때문에 게임용으로 쓰기엔 가성비 최고인거 같아요. 적극 추천합니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.03.08.,y2****,100,1
29,사춘기라 다른때는 시큰둥하더니 자기 용돈 있는거 줄테니 마우스 사달라해서 용돈 모은거는 그냥 쓰고 엄마가 사 준다고 약속하고 사줬더니 기분이 하늘로 날라 가듯이 좋아하는건 좋은데 역시 사춘기 내 아들 시크하게 대답하고 끝입니다욤~;;;,//img.danawa.com/cmpny_info/images/ED910_logo.gif,2021.03.24.,le****,100,1
30,오늘 받아서 컴퓨터에 연결해서 바로 사용해보고 있는데 좋네요내구성은 이제 막 사용해서 어떨지 모르겠지만 문제 없이 오래 사용했으면 좋겠네요그리고 정품박스라 한결 더 믿음이 가네요더 사용해보고 좋으면 또 필요할시 주문하겠습니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.12.07.,ki****,100,1
31,저가형 마우스인데도 디자인이 예쁘고 크기도 무난해서 좋습니다.다만 클릭할 때 소리가 째깍째깍 거리는 느낌이어서 신경 쓰이네요. 익숙해질 때까지는 다소 불편할 듯합니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.07.09.,bm****,80,1
32,"제가 g102 를 1세대만 써서 이번 2세대는 첨 봤어요.. 리뷰, 평보니 중국짝퉁이 많다는 거에요 첨에는 박스랑 선같은게 달라서 짝퉁인가했는데 2세대부턴 박스랑 선생김새가 달라졌더라구여. 제껀 짝퉁이 아니고 찐이거같아서 다행이네요",//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.04.25.,16****,100,1
33,"클릭감,커서 움직임이 1만원대 중국산 저가 쓰레기보다는 느낌 깔끔하고 정확하네요.(새제품인데 접점불량으로 원클릭시 더블 클릭 현상이 매우 잦음)물론 이것도 중국산이지만 관리생산하니...",//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.01.24.,ma****,100,1
34,게임 좋아하는 아들래미 마우스 고장으로아들래미가 신중하게 고민해서 선택한 마우스에요.좋아하는걸로 구매해서 그런지 받자마자 신나하며잘 쓰고 있어요. 딸깍 클릭소리도 경쾌하고요ㅎㅎ,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.06.03.,by****,100,1
35,잘쓰고있습니다 정품그대로구요g403 쓰다가 무겁고 손목아파서 가벼운 g102로 다시 바꿨습니다역시 근본의 102입니다 가볍고 좋아요 굳키 183 손 큰 남자인데 크기가 작아서 불편하진 않습니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.08.23.,S|****,100,1
36,지허브에서 인식이되는 정품이긴하나 박스와 본품의 시리얼 넘버가 다르고 박스의 시리얼 넘버부분은 스티커네요. 또한 본품의 시리얼넘버가 홈페이지에서 인식되지 않아 수기로 직접입력하였습니다. 문제발생시 워런티가 걱정됩니다. 1,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.07.20.,du****,60,2
37,처음 구매한 로지텍인데 싼티가 너무 나요. 그냥 장난감같은 느낌. 브랜드값으로 이돈 주는건 그냥 그래요. 마우스패드없이 썼더니 초점이 튀어요. 앞뒤버튼도 너무 별로고. 그냥 다른거 추천할께여.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.10.22.,ka****,40,0
38,2세대 마우스 굿요.8000dpi까지 되는데 윈도우 10에서 제어판 포인트 4에G HUB 마우스 설정어서 3500 설정해서 사용하고 있습니다.이전게 너무 안좋은 거라서 이건 너무나도 좋네요.ㅎ,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.01.13.,tj****,80,1
39,지난번에 구입했을땐 별5개 드렸지만 지난번 구입한건 좀 오래?거든요. 근대 이번에 구입한건 생각보다 빨리 망가지네요.(복불복인듯^^) 그래도 가격대비 나쁘진 않아서 4점 드려요^^; 성능은 최곱니다.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.06.01.,ev****,80,1
40,일단 배송이 빨라서 좋고 마우스 가격대비 스크롤 속도 조정 가능에 라이트도 잘 되서 마음에 듭니다. 유선이 확실해서 무선보다 선호하는데 가성비 면에서는 매우 좋은 제품 같네요.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.04.28.,ch****,100,1
41,g1을 오랫동안 쓰다가..커서가 떨림 현상이 있어서...바꿨는데..이가격에 고급 마우스 얻었다는 생각에 기분좋게 하네요..조명도 들어오고 색깔도 조정할수있구요...만족합니다.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.16.,da****,100,1
42,^^포장을 개판으로 해놔서 박스가 다 찌그러졌네요찌그러진 박스 받을 생각이면 누가 이돈 주고 박스제품구매합니까?벌크로 살걸 그랬네요^^개쓰레기 환불받기 귀찮아서 그냥 쓰는데 포장 이따우로 하지마십쇼,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.06.30.,sh****,20,0
43,발송과정중에 박스안에서 포장지가 벗겨졌는지? 잘모르겠지만 포장지와 마우스가 따로 벗겨져 오고 박스외부에서 들어온 이물질까지 뭍은 상태로 발송완료돼서 중고인줄 알았는데 작동 잘 되고 좋네요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.03.03.,kg****,80,1
44,물건은 모르겠고 택배사때문에 기분드러워요15일에 배달출발한대서 기다렸더니 17일 새벽까지 연락도 없고16일에 제가 문자까지 했는데 연락도 없이 집앞에 던져놓고가고개짜증나네요 뭐 이딴 택배사가 다 있는지 승질나네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.04.17.,kh****,20,0
45,왼쪽 마우스 버튼압이 낮다는 평을 보고 샀는데 직접써보니 별로 낮지않네요.오히려 로지텍 무선마우스 g304가 버튼압이 더 낮은거같습니다.추후 재구매 의사 없습니다.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.10.11.,cb****,60,2
46,로지텍 마우스는 3번째씁니다. 고장 날때까지 썼는데.. 5년이상은 쓴거같은데... 하여간 믿고씁니다. 반응좋고 클릭 감도 좋아요. 만족합니다. 배송도 빨랐어요.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.04.12.,no****,100,1
47,배송 빠르고 맘에 들어요!중요한건 이 제품이 가품 많다고 해서 약간의 걱정은 있었음그래도 (정품)표기하고 판매하는 곳이니 괜찮겠지!오늘 받았는데 정품 확실하고 로지텍허브 인식도 바로 됨 굿,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.06.16.,qo****,100,1
48,기존에 쓰던거라서 주문했는데 잘될것 같습니다. 아직 쓰던게 있어서 지금은 사용을 안할것 같은데 정품박스이고 믿을 수 있을것 같습니다. 하도 짭이 많아서 걱정했는데 짭은 아닌것 같네요~ 잘쓰겠습니다. ,//img.danawa.com/cmpny_info/images/ED910_logo.gif,2021.07.07.,hh****,100,1
49,"그리고 구매하면서 고민했던 정품인증!!!!정품입니다ㅠㅠ남편이 10년째 롤에 심취해 있어서.....마우스가 고장이 잘나네요;;매우 신중하게 골랐는데, 좋아서 게임할맛 난답니다ㅋㅋㅋㅋ좋습니다.",//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.11.24.,ki****,100,1
50,사진은 원래 쓰고있던 애예요. 넘 이쁘죠. 처음 살땐 라일락이 다 품절이라서 29000원정도 주고 산건데. 너무 싸게 파시길래 하나 더 쟁겨놓느라구 똑같은거 삿어요. 아직 사용은 안했어요너무 이쁩니당,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.02.23.,an****,100,1
51,변하는 RGB 라이팅 칼라 마음에 쏙 들고요. 터치감은 주관적으로 약간 딱딱 거리면서 가벼워요 패드위의 슬라이드 느낌은 좋아요전체적으로 눌리는 터치감과 소리가 약간 가벼운 느낌만 빼면 좋습니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.11.14.,sa****,80,1
52,2세대(2nd generation)이라고 쓰여 있지 않아서 받자마자 조금 불안했는데사용해보니 작동이 잘 되서 그냥 사용하기로 했습니다. 배송은 빠른 편이면서 포장도 잘 되어서 온 것 같습니다.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.15.,ja****,80,1
53,"배송 빠르게 잘 받았습니다.가격도 싸고, 제품 마감도 좋고 클릭감도 굿.라일락 사고싶었으나 품절되서ㅜ 블루로 구매했는데, 이 색상도아주 예쁘네요. 좋습니다.",//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.15.,gi****,100,1
54,로지텍 G102 Lightsync 정품으로 하루만에 배송 되었네요.성능이야 두말할거 없지만 더블클릭 없이 오래 쓸수있기를바랍니다. 라일락 색상은 매우 만족합니다.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.22.,ps****,100,1
55,라일락색상 없으면 어쩌나 고민했는더 다행이도 있어서 좋아요~ 색상도 여러색으로 변하고ㅎ 검정만 쓰다가 요렷게 라일락색에 포인트로 로지텍마크 영문 지가 포인트면 색 변하니 은근히 좋으네요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.01.,wa****,100,1
56,오랜만에 바꿔봐서 아직 적응이 안되는데손에 들어오는 느낌도 좋고 좋네요^^좌측 버튼 2개가 그 동안 마우스 잡는 습관때문에자꾸 걸리적 거리는데 적응돠？죠 금방,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.07.12.,be****,100,1
57,"원래 G102 prodigy 사용중 이었는데
고장나서 이 제품으로 구매 했습니다.
원래 G102 장점은 그대로 느껴지면서
조명이 여러가지 색이 어우러지는게
아주 예뻐서 마음에 듭니다!",//img.danawa.com/cmpny_info/images/ED901_logo.gif,2021.04.15.,hj****,100,1
58,흔해서 그렇지 롤같은 MOBA장르 게임용으로 이거보다 좋은것도 찾기 힘든듯.....정말 만족하는 마우스 입니다.단점은 오직 흔해서 레어하지 않은점과 더블클릭 문제.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.19.,cm****,100,1
