,text,label
10,[종가집]포기김치 행복이온 10kg 첫주문 후기입니다^^사실 1-2주 전에 종가집 맛김치 샀다가 맛있어서ㅋㅋ제대로 종가집 맛보고 싶은 맘에포기김치 구입했네요.배송일 지정 부탁드렸는데딱 맞춰서 배송해주셨고요.이중 포장에 스티로폼까지ㅋ1도 새지 않고 안전하게 잘 도착했어요.포기김치도 역시 달달하니 맛있네요.초딩 아이들도 맛있게 잘 먹는 바로 그 맛ㅋ맛김치보다는 젓갈이 조금 더 들었나?조금 더 오래 두고 먹을 수 있기 위함인가?맛김치 대비 조금 더 짠 것 같아요.단짠단짠 맛있는 김치ㅋ가끔씩은 건강한 엄마 김치 말고요로케 가벼운 브랜드 김치가 먹고 싶더라고요.국내산 배추에 고춧가루안심하고 국산 브랜드 김치 맛있게 드세요.추천하고 갑니다==33,Positive
11,아이들이 새김치를 좋아해서 11번가에서 유명한 한ㅇㅇ김치를 2kg로 가끔 사먹었는데 올해 친정에서 김장을 안하기로 해서 11절이라 엄청 저렴한 가격에 살 수 있는 종가집 김치를 사보았습니다. 양도 엄청 많고(10kg) 맛도 너무 맛있네요… 반포기에서 사분의일포기정도 되는 크기 8개정도 들어있어서 김치냉장고에 들어가는 큰 통에 거의 다찾네요. 예전 리뷰보면 작은 포기도 있던데 제가 받은건 살짝 큰 사이즈구요…배송은 오전에 받았는데 제가 나가야하는 상황이라 뒷베란다에 놓고 밤 10시쯤 열어봤는데 얼음팩은 녹았지만 다행히 익지 않고 새김치로 있었답니다. 그밤에 그냥 넣기 아쉬워 밥 반그릇 뚝딱하고 만족스럽게 김치냉장고에 넣었습니다.,Positive
12,김치담가먹기 힘들때나 김치가 없을때 가끔 마트에서 종가집 김치 조금 몇번 사먹어보고 처음으로 온라인통해 주문해 보았는데 지금 받자마자 사진 찍었어요너무 싱싱하고 깜짝 놀랄 정도로 배추도 꽉차있어요 전에 몇번 다른곳에 시켜 먹어본적이 있는데 배추가 실하지도 않고 한참 냉장보관해야 맛이 나거나 별로였는데종가집김치는 한눈에 봐도 신뢰가 느껴지고요김치통에 담으면서도 바닥으로 갈수록 배추 크기도 균일하고조금 잘라 먹었는데 너무 맛있어요~~^^택배받으면서 이리 극찬해 보기도 처음인거 같네요소비자가 믿고 애용하도록 정직한 식품 맛있는 제품 만들어 주셔서 감사해요~~늘 한결같이 변함없이 애용할 수 있음 좋겠어요,Positive
13,"예전에 종가집 김치를 참 맛있게먹었던 기억이 있어서 주저없이 시켰는데 아~종가집 김치가 왜 이렇게 맛이 변했지? 달기는 또 왜 이렇게 단거야. 내꺼만 잘못 담가진건가. 라는 생각을 하며 당황했습니다. 제가 알던 그 맛도 아니었고 너무 달아서 손이 가질 않습니다. 너무 실망스럽습니다. 기본 10자 이상 작성시 100P 즉시지급 이미지 등록시 100P 즉시 추가지급개당 상품 가격이 5,000원 이하 상품은 적립대상에서 제외되며,리뷰 포인트는 최초 1회 작성시에만 지급됩니다.같은 단어가 반복된 내용은 임의로 삭제되며, 지급된 포인트가 회수될 수 있습니다. 다른 고객님들에게 유용한 상품 리뷰를 작성해주세요.",Negative
14,"4만원대 종가집 행복이온 포기김치 10kg는 일단 성공입니다이 맛과 이 가격대를 계속 유지한다면 타사의 3만원대?4만원대?5만원대 모두를 완전히 평정할 듯 합니다타사는 좀더 배추 선별과 재료 입자 분쇄와 배합, 절묘한 풀 만들기부터 절묘한 절이기, 양념 바르기, 한국 야쿠르트 품질과 가까운 김치 유산균 개발,부드럽고 시원하면서도 감칠 나는 깔끔한 맛을 내도록 분발해야 하며김치 저장 온도와 출고 및 배송의 김치 온도도 중요할 듯 하다. 종가집의 남은 과제는 여름의 김치을 어떻게 만들고 저장 온도를맞추어 주문 후 배송 과정에서의 김치 온도가 숙제일듯 하다.",Positive
15,배추가 짧고 통통하며 아직 안익었지만 정말 맛나요.4년째 계속 종갓집 김치만 먹게 되네요.배추는 3포기 반 정도 되요.하루정도 익혀서 먹으면 더 맛있을것같아요. 19일 주문했는데 22일 배송 받았어요.스티로폴 박스안에 불루아이스대신에 친환경 얼음주머니가 있어서 분리수거하기조 편리해요.배추가 짧고 통통하며 아직 안익었지만 정말 맛나요.4년째 계속 종갓집 김치만 먹게 되네요.배추는 3포기 반 정도 되요.하루정도 익혀서 먹으면 더 맛있을것같아요. 19일 주문했는데 22일 배송 받았어요.스티로폴 박스안에 불루아이스대신에 친환경 얼음주머니가 있어서 분리수거하기조 편리해요.,Positive
16,"2인가구 라서 김장은 안담구고 몇년째 종가집 행복이온만 주문해서 먹고있어요! 비비* 이종* 풀무* 몇가지 먹어봤지만 종가집이 배추김치는 제입맛에딱맞아요!양념이 너무 과하지도않고, 배추도 알맞게 절여져있고, 젓갈냄새가 심하지도 않고 깔끔하니 딱 맛있는 배추김치에요! 항상 그렇지만 주문하면 3일이내도착해요~주문바로담날 담궈서 보내주는거같더라구요!저처럼 익은김치,신김치 좋아하시는분들은 요즘처럼 쌀쌀한날씨엔 베란다에3일은 놔뒀다가 김냉으로 옮겨보관!그냥먹어도, 찌개끓이고 볶고 찜해도 넘 맛있는김치에요!",Positive
17,(11월주문)배추가 좀 덜절여진듯하고 양념은 겉만 완벽하게 잘 발라져있고 속은 완전 하얗더라구요(공장에 대충직원이 있는듯)..실온에서 3일 익히고 국물이 충분이 부글거릴때 김냉에 보관했지만 2주후부터 맛이 떨어지면서 무르기시작!! 한달후엔 찌개도 볶음도 먹을수없는맛이였고 두달후엔 욕하며 짜서 버렸습니다.같은시기의 농협김치랑 집김치는 3개월이 지나도록 싱싱해서 맛있게 잘먹고 있습니다.그런데도 생강맛 양념센걸 싫어하는 애들때문에 어제 또주문했네요 제발 잘 절여지고 특히 대충직원의 손을 거치지않은 김치가 와주길..복불복도 아니구 참..ㅠㅠ,Negative
18,"좋은 가격으로 구매한터라 사실 퀄, 맛에 대한 기대를 그다지 하지 않았는데요, 막상 받아보고 맛보니 더시켜도 괜찮았겠다 싶었습니다. 양념맛은 조금 단 편인데 거슬리는 정도는 아니구요. 다만 하나 아쉬운건 키로수 맞추려다보니 그런건지 지질한 배추도 막 섞여있더라구요. 통에 옮겨담으면서 좀 찝찝한 느낌은 있었습니다.. 그래도 전반적으로 사먹는거치고 만족합니다. 간도 전반적으로 다 적당하고(짜지도 맵지도x) 대중적으로 호불호 없이 만족할만한 상품인듯합니다! 구매고민하시는 분들 참고하시면 좋겠습니다~",Positive
19,항상 마트에서 종가집 김치 사먹다가 코로나 생기면서 인터넷으로 주문해서 먹고 있어요 앞번에는 배추 때문에 품절도 많고 운 좋게 사도 파란 잎이 많았는데 이젠 배추상태가 좋아졌네요 안익었을땐 잎부분이 맛있고 익으면 다 맛있어요^^ 익으면 김치볶음밥 김치찌개 해먹어도 짜지 않아 좋아요 포장은 이중 비닐에 스티로폼 박스+아이스팩 해주시고 갓담아서 바로 발송해주시니 받은 날은 항상 돼지고기 삶아서 보쌈 해먹어요 여름엔 금방 익어서 5kg 겨울엔 10kg 주문했네요 이번에도 잘 먹겠습니다~,Positive
20,스티로폼 박스가 깨져 온다는 말이 있어...판매자분께 거듭 부탁드렸는데 다행이 저희 김치는 예쁘게 질 도착했습니다. 요즘 김치 넘 비싸서 사먹기가 겁날 정도에요 10키로에 10만원이 넘는 듣보잡 김치도 있는데 종가집 김치가 10키로에 5만칠천 정도면 나쁘지 않아요. 배추농사가 잘 안됐다고 하니까.. 배추 작아도 괜찮습니다. 종가집 김치를 이가격에 먹을수 있다니 뜻밖의 행운이네요. 하지만 이전의 가격대와는 상당히 갭이 크기 때문에 사실 선뜻 구매의사를 표하기엔 망설일 수 밖에 ？단 점....,Positive
21,어머니께서 만들어 주신 김장김치를 다 먹고 처음으로 인터넷에서 김치를 구매했습니다. 리뷰도 많고 모든 재료들이 국산이라 결정을 하게 됐네요. 기대됩니다~~빨리 익어라~~~어머니께서 만들어 주신 김장김치를 다 먹고 처음으로 인터넷에서 김치를 구매했습니다. 리뷰도 많고 모든 재료들이 국산이라 결정을 하게 됐네요. 기대됩니다~~빨리 익어라~~~어머니께서 만들어 주신 김장김치를 다 먹고 처음으로 인터넷에서 김치를 구매했습니다. 리뷰도 많고 모든 재료들이 국산이라 결정을 하게 됐네요. 기대됩니다~~빨리 익어라~~~,Positive
22,저희집 김치는 종가집 포기김치 예요 이젠 종가집김치 아니면 김치에 손을 안되네요 여기저기서 김장했다고 김치를 주었는데 결국 볶아 먹거나 찌게 끓여서 먹었네요 ㅋㅋ 7년째 종가집 포기김치를 먹다보니 이젠 종가집김치 아니면 못 먹어요 ㅎㅎ종가집 포기김치가 깔끔한맛이고 젓갈이 많이 안들어가서 좋구요 배추자체가 고소하니 맛있고 고추가루를 좋은걸 써서 그런지 색도 이쁘구 적당히 매워서 애들도 잘 먹어서 좋아요다 먹고 또 주문할께요 ~,Negative
23,"김치속얼음두개는 모두 녹아있고 김치도 그냥 새김치아닌거같은,처음김치사먹는데 실망 .곧 깅장해서 보름먹을거필요해서 주문했는데 다음엔 맛이있든없든 담궈 먹기로했네요.식당에서 반찬으로 주는 김치맛이고고추가루겁나없는 색깔보고 깜놀. 풀을많이 쑨거같고 젓갈쪼매 양념은 생채만들어있고고추가루덩어리있고,양념은 다 갈아져있고 파도 간혹히나씩 보이고어이없음. 젓갈맛 거의 없고 가족이 맛없다고 안 먹네요 저만익혀서 볶아먹고있어요10키로 김치통한통인데 언제먹냐공.계속사먹는분들은 맛있다하시는데 이해불가네요",Negative
24,"맛은 종가집 답게 가격대비 좋습니다. 이전에는 풀무원에서 가성비있게 나와서 먹었었는데, 가격이 너무 올라서 이번엔 종가집으로 주문했습니다.할인 쿠폰을 써서 39,900원에 구매했고. 오늘 저녁에 가족들과 맛있게 먹었습니다. 시원하고 깔끔한 맛입니다.그런데 10kg이라고 했는데 아내가 이전에 김치들에 비해 양이 적은 것같다고 하네요.보통 10kg이면 중간 김치통 꽉 채우고 다른 통에 더 들어갔는데 이번껀 그냥 중간통에 딱 맞다고...이것만 빼면 만족합니다.",Positive
25,종가집태백김치가 가격이 저렴해서 구매해서 먹다가 이번엔 행복김치를 구매했는데 가격은 비싸도 배추포기가 크고 싱싱한게 좋았어요늘 궁금했거든요 같은 종가집표인데 가격차이가 나는건 왜일까 하구요이번에 구매해보니 알겠어요앞으로는 비싸더라도 행복김치만 구매하려합니다싱싱한 포기를 원하신당션 행복김치 하시고작은포기도 괜찮은 찌개용 하실거면 태백김치하세요맛은 종가집이니 믿을수 있고 배추의 크고 작음 차이였어요,Positive
26,김치맛이 많이 싱거움 특히 뿌리부분쪽이 덜 절여져 싱거운양념이 버무려져 익어야 맛이날것같은 김치 전에 주문한 김치맛은 좋았는데 이번김치는 별로임 양념을 아낀듯한 느낌임 김치양도 약간 부족한 느낌 아이스팩 두개 무게때문인지 그만큼 양을 줄인건가요 스티로폼 박스배송보단 종이박스가 나을것같은 느낌 스티로폼박스 깨져 김치봉투 바깥에 덕지덕지 묻어나 귀찮음이 두배가됨 종이박스안쪽 보냉커버 있고 그안에 아이스팩넣어 배송됐으면 함 덜 절여진배추는 실망임,Negative
27,3일전에 시킨 김치에 비하면 이번엔 좀 괜찮은거 같아요 똑같은 종가집 행복이온인데.. 저번껀 속도 채우지 않은 절인상태 그대로인 허연 배추를 보내고.. 이번껀 배추는 작아도 속은 다 채워진 배추니 이거로 만족해야죠 보내는곳이 같은곳이 아닌거 같기도 하고 암튼 스티로폼 박스는 그거나 이번거나 바닥이 다 깨져서 태이프로 칭칭 감아서 누더기처럼 온건 똑같아요 CJ택배는 멀청하게 오는데 왜 한진택배는 매번 그지같이 오는지 택배시키는게 겁나네요 다 터져서 올까봐,Negative
28,종가집만 먹어요. 날이 추워져서 그런지 이번엔 완전 새김치로 왔어요. 왜 잘하는 칼국수집가면 겉절이 나오는 그 김치아시죠.. 딱 그맛이라 정말 맛있고 달큰하고 완전 제스타일이구요.. 몸통부분은 약간 숨이 안죽어서 쌩쌩한데 그런것도 나름대로 상큼해요 ㅋㅋ 익으면 더 죽여줘요 ㅋㅋ 푹 익었을때 참치김치찌개끓이면 완전 파는 맛 나요 아무것도 안넣어두요 저 원래 진짜 배추김치는 잘안먹고 익은 갓김치나 파김치좋아하는데요.. 종가집 배추김치먹고서는 진짜 많이 먹게되네요 ㅎㅎ아주 좋아용,Positive
29,"오늘 받았는데, 직접 담가먹기 힘들어 주문하는건데요. 밥을 비벼먹어보면 알게 되요. 조미료를 아예 들어부시셨는데 그러시면 안됩니다. 입안이 얼얼 느끼하고요. 중국음식 짜장면 조미료 때문에 못드시는 분들 의외로 많습니다. 닥터중에도 계셔요. 조미료 많은 음식 먹으면 두통이 오는 증상인데, 그런 병명이 있습니다. 김치는 고추가루가 적어도 한주먹은 더 들어가야 해요. 대량담는 공장 김치인데, 상품이 이래서야 싼 것은 아니네요. 화학 조미료를 줄이세요!!~ 그러셔야 됩니다!!~~",Negative
30,배송 빠름 제조일자 2021년 12월 9일로 9일제조 10일도착으로 제조 포장 배송 모두 만족스러움 아이스박스에 냉장상태로 파손없이 안전하게 잘도착함 개봉해보니 포장 깔끔하고 국물 적당하니 많지않고 먹어보니 양념도 풍부하고 안익은 날김치로 잡내없고 아삭하니 맛있음 젓갈 적게들어간 담백한 서울식김치라 식구들이 다잘먹고 만족스러워 종가집김치만 구매함 양도많고 싸게잘샀음 추천합니다,Positive
31,종종 사먹고있는 종갓집김치라서 믿고 기다렸어요아직 익지않은상태라 양념은 젓갈이 좀더 들어있고 시원한김치입니다 초록입많이 없고 전체적으로 깨끗하게 배송되었어요 큰거2포기 작은거1포기 짜투리같은 큰입몇장 들어있네요 신랑은 새로한 김치나 겉절이식을 좋아하지만 저는 익은김치나 묵으지를 좋아해서 묵지만들꺼 큰거 반포기 따로담고 큰거반포기랑 작은거 반포기 썰어 담아둬어요 실온하루두고 냉장할겁니다 어중간하게 익은듯 안익은 상태라ㅋㅋ,Positive
32,"2일 구매 5일에 배송받았습니다. 갓담은 김치를 다 먹어서 김장전에 먹을 김치 몇포기만 담그려고 하다가 저렴하게 판매하는 종가집김치가 있어서 구매합니다. 가격도 저렴하고 편해서 구매합니다.배추 크기는 크지않고 반쪽 배추로 8쪽 왔습니다. 무, 기타 속재료가 많이 들어있지않아서 저는 좋았습니다. 도착할때 국물도 적어서 좋고 갓담근 김치 받아서 좋습니다. 김치의 매운맛보다는 단맛이 많이나고 아이스팩 한개만 들어있어서 거의 녹아서 온 그부분은 별로입니다.제조일자: 2021년 11월 4일유통기한: 제조일로부터 60일",Positive
33,추석전에 너무 잘먹어서 재구매했는데 그동안 가격도 2만원정도 팍 오르고 막상 김치 받아보니 상태도 그냥 그러네요.특히 배추에 검은색 잠 같은게 너무많아요.원래 배추가 그럴수 있는건 아는데 아무튼 저번보다 상태가 많이 안좋네요.종가집 공식 판매점이고 저번에 여기서사서 만족해서 11번가내에 거의 만원 더 싸게 파는 판매점도 제치고 일부러 다시 여기서 구매했는데 다음번에는 그냥 제일싸게 쿠폰적용 되는데서 사야겠어요.후회되네요~,Negative
34,2년전부터 종가집 김치를 먹기시작 했는데우리가족입맛에 너무 맞아서 겨울 김장을 안한답니다행복이온김치는 아는지인분들에게 강추하고있는데소개한만큼 실망하지않았으면 좋겠네요10키로 주문해서벌써다먹어가네요 내일또주문하려합니다익은김치먹고싶으면 식탁에하루 두게되면 적당히 익어서참치넣고 김치찌게 하면 넘맛있답니다 김치국물 하나도안버리고 먹게되니유산균을 많이 먹는거같아서 좋아요짜지않고 양념이 무리하지않게 적당이게 있어서 아이들이나 노인분들께 더권하고 싶네요,Positive
