,text,label
20,처음 배송왔을 때 제품상자가 심하게 눌리고 찌그러진채로 와서 교환을 받았습니다하지만 이번에는 배송은 잘 왔는데 왼쪽버튼에 하자가 있네요 유격이 있어서 좌우로 덜그럭 거리면서 눌리는데 엄청 거슬립니다 보통 마우스는 좌클릭을 많이 사용하는데 교환까지 한 번 받은 제품이 이러니 진짜 아쉽네요,0
21,손에 착 감기는 맛이 좋네요 살짝 묵직함 느낌이 좋네요 이동하고 멈출때 그 무게감으로 멈춤이 적정하네요 손맛 좋습니다 인터넷 찾아보니 클릭 내구성이 좀 아쉽다는데 년 잘 버티면 좋겠네요 디자인 예쁘고 적정한 무게감에 부드럽습니다 국민 마우스 답네요,1
22,빠르게 배송되었습니다 색상도 맘에 들어요근데 나무위키보니까 정품에는 스티커가 있다고 하는데 제가 받은 것에는 스티커는 없었습니다 나무위키가 틀린것일수도제품 특징으로 선이 부드러워요 유선 마우스는 거의 년 만에 사서 써보는데 선이 부드러워서 움직임에 불편함이 없습니다,1
23,사용하다가 이번에 로 바꿨습니다 마우스 해상도가 이라서 그런지 로 맞춰쓰니 힘이 많이 들지 않고 좋네요 기존 이 이어서 손목에 무리좀 가던데아쉬운건 마우스에 있는 시리얼이랑 케이스 시리얼이 다르네요 혹시 고장나면 되겠죠ㅎㅎㅎ,1
24,그립감도 좋고 버튼이나 휠도 괜찮고 맘에 드네요정품 가품은 모르겠고 그냥 연결하니 작동 잘 됩니다단점은 케이블이 넘 과도하게 길어서 처치곤란이네요 ㅎ 정리할수 있는 찍찍이라도 있음 좋았을텐데 살짝 아쉽네요아무튼 잘쓸게요 번창하세요,1
25,로지텍 을 잘써서 로지텍 검색하다괜찮다는 평이 많아서 구매했는데어떤점이 더 좋은지 잘 모르겠어요일단 배송은 빠르고 실물은 예쁘네요컴에 장착해서 사용해보니 이 금액주고 쓰느니저렴한  쓰는게 제 개인적으로는 낳을거 같네요,0
26,배송온 보통이고 무엇보다 벌크라 그런가  박스가 아주 허접한 박스에 담아져 옵니다 로지텍 박스가 아예 없네요 다나와에서 정품 링크를 타고 들어와서 대충보고 산 제 잘못도 있지만 벌크가 왜 링크 연걸 되어 있는지 모르겠네요 벌크입니다 벌크벌크,0
27,로지텍 제품 마우스를 많이 사용해봐서 초등학생인 아이가 무난하게 쓸 수 있는걸로 찾아서 샀습니다가격도 적당하고 그립감도 좋다고 하네요고장없이 오래 썼음 좋겠네요 어찌나 험하게 쓰는지 ㅡㅡㅋ,1
28,금액 대비 최고인 거 같아요 이거 보다 훨씬 좋은 마우스도 많은데 그건 당연 가격도 비싸고어차피 마우스는 소모품으로 생각하기 때문에 게임용으로 쓰기엔 가성비 최고인거 같아요 적극 추천합니다,1
29,사춘기라 다른때는 시큰둥하더니 자기 용돈 있는거 줄테니 마우스 사달라해서 용돈 모은거는 그냥 쓰고 엄마가 사 준다고 약속하고 사줬더니 기분이 하늘로 날라 가듯이 좋아하는건 좋은데 역시 사춘기 내 아들 시크하게 대답하고 끝입니다욤,1
30,오늘 받아서 컴퓨터에 연결해서 바로 사용해보고 있는데 좋네요내구성은 이제 막 사용해서 어떨지 모르겠지만 문제 없이 오래 사용했으면 좋겠네요그리고 정품박스라 한결 더 믿음이 가네요더 사용해보고 좋으면 또 필요할시 주문하겠습니다,1
31,저가형 마우스인데도 디자인이 예쁘고 크기도 무난해서 좋습니다다만 클릭할 때 소리가 째깍째깍 거리는 느낌이어서 신경 쓰이네요 익숙해질 때까지는 다소 불편할 듯합니다,1
32,제가  를 세대만 써서 이번 세대는 첨 봤어요 리뷰 평보니 중국짝퉁이 많다는 거에요 첨에는 박스랑 선같은게 달라서 짝퉁인가했는데 세대부턴 박스랑 선생김새가 달라졌더라구여 제껀 짝퉁이 아니고 찐이거같아서 다행이네요,0
33,클릭감커서 움직임이 만원대 중국산 저가 쓰레기보다는 느낌 깔끔하고 정확하네요새제품인데 접점불량으로 원클릭시 더블 클릭 현상이 매우 잦음물론 이것도 중국산이지만 관리생산하니,0
34,게임 좋아하는 아들래미 마우스 고장으로아들래미가 신중하게 고민해서 선택한 마우스에요좋아하는걸로 구매해서 그런지 받자마자 신나하며잘 쓰고 있어요 딸깍 클릭소리도 경쾌하고요ㅎㅎ,1
35,잘쓰고있습니다 정품그대로구요 쓰다가 무겁고 손목아파서 가벼운 로 다시 바꿨습니다역시 근본의 입니다 가볍고 좋아요 굳키  손 큰 남자인데 크기가 작아서 불편하진 않습니다,1
36,지허브에서 인식이되는 정품이긴하나 박스와 본품의 시리얼 넘버가 다르고 박스의 시리얼 넘버부분은 스티커네요 또한 본품의 시리얼넘버가 홈페이지에서 인식되지 않아 수기로 직접입력하였습니다 문제발생시 워런티가 걱정됩니다 ,0
37,처음 구매한 로지텍인데 싼티가 너무 나요 그냥 장난감같은 느낌 브랜드값으로 이돈 주는건 그냥 그래요 마우스패드없이 썼더니 초점이 튀어요 앞뒤버튼도 너무 별로고 그냥 다른거 추천할께여,0
38,세대 마우스 굿요까지 되는데 윈도우 에서 제어판 포인트 에  마우스 설정어서  설정해서 사용하고 있습니다이전게 너무 안좋은 거라서 이건 너무나도 좋네요ㅎ,1
39,지난번에 구입했을땐 별개 드렸지만 지난번 구입한건 좀 오래거든요 근대 이번에 구입한건 생각보다 빨리 망가지네요복불복인듯 그래도 가격대비 나쁘진 않아서 점 드려요 성능은 최곱니다,0
40,일단 배송이 빨라서 좋고 마우스 가격대비 스크롤 속도 조정 가능에 라이트도 잘 되서 마음에 듭니다 유선이 확실해서 무선보다 선호하는데 가성비 면에서는 매우 좋은 제품 같네요,1
41,을 오랫동안 쓰다가커서가 떨림 현상이 있어서바꿨는데이가격에 고급 마우스 얻었다는 생각에 기분좋게 하네요조명도 들어오고 색깔도 조정할수있구요만족합니다,1
42,포장을 개판으로 해놔서 박스가 다 찌그러졌네요찌그러진 박스 받을 생각이면 누가 이돈 주고 박스제품구매합니까벌크로 살걸 그랬네요개쓰레기 환불받기 귀찮아서 그냥 쓰는데 포장 이따우로 하지마십쇼,0
43,발송과정중에 박스안에서 포장지가 벗겨졌는지 잘모르겠지만 포장지와 마우스가 따로 벗겨져 오고 박스외부에서 들어온 이물질까지 뭍은 상태로 발송완료돼서 중고인줄 알았는데 작동 잘 되고 좋네요,0
44,물건은 모르겠고 택배사때문에 기분드러워요일에 배달출발한대서 기다렸더니 일 새벽까지 연락도 없고일에 제가 문자까지 했는데 연락도 없이 집앞에 던져놓고가고개짜증나네요 뭐 이딴 택배사가 다 있는지 승질나네요,0
45,왼쪽 마우스 버튼압이 낮다는 평을 보고 샀는데 직접써보니 별로 낮지않네요오히려 로지텍 무선마우스 가 버튼압이 더 낮은거같습니다추후 재구매 의사 없습니다,0
46,로지텍 마우스는 번째씁니다 고장 날때까지 썼는데 년이상은 쓴거같은데 하여간 믿고씁니다 반응좋고 클릭 감도 좋아요 만족합니다 배송도 빨랐어요,1
47,배송 빠르고 맘에 들어요중요한건 이 제품이 가품 많다고 해서 약간의 걱정은 있었음그래도 정품표기하고 판매하는 곳이니 괜찮겠지오늘 받았는데 정품 확실하고 로지텍허브 인식도 바로 됨 굿,1
48,기존에 쓰던거라서 주문했는데 잘될것 같습니다 아직 쓰던게 있어서 지금은 사용을 안할것 같은데 정품박스이고 믿을 수 있을것 같습니다 하도 짭이 많아서 걱정했는데 짭은 아닌것 같네요 잘쓰겠습니다 ,1
49,그리고 구매하면서 고민했던 정품인증정품입니다ㅠㅠ남편이 년째 롤에 심취해 있어서마우스가 고장이 잘나네요매우 신중하게 골랐는데 좋아서 게임할맛 난답니다ㅋㅋㅋㅋ좋습니다,1
50,사진은 원래 쓰고있던 애예요 넘 이쁘죠 처음 살땐 라일락이 다 품절이라서 원정도 주고 산건데 너무 싸게 파시길래 하나 더 쟁겨놓느라구 똑같은거 삿어요 아직 사용은 안했어요너무 이쁩니당,1
51,변하는  라이팅 칼라 마음에 쏙 들고요 터치감은 주관적으로 약간 딱딱 거리면서 가벼워요 패드위의 슬라이드 느낌은 좋아요전체적으로 눌리는 터치감과 소리가 약간 가벼운 느낌만 빼면 좋습니다,1
52,세대 이라고 쓰여 있지 않아서 받자마자 조금 불안했는데사용해보니 작동이 잘 되서 그냥 사용하기로 했습니다 배송은 빠른 편이면서 포장도 잘 되어서 온 것 같습니다,1
53,배송 빠르게 잘 받았습니다가격도 싸고 제품 마감도 좋고 클릭감도 굿라일락 사고싶었으나 품절되서ㅜ 블루로 구매했는데 이 색상도아주 예쁘네요 좋습니다,1
54,로지텍   정품으로 하루만에 배송 되었네요성능이야 두말할거 없지만 더블클릭 없이 오래 쓸수있기를바랍니다 라일락 색상은 매우 만족합니다,1
55,라일락색상 없으면 어쩌나 고민했는더 다행이도 있어서 좋아요 색상도 여러색으로 변하고ㅎ 검정만 쓰다가 요렷게 라일락색에 포인트로 로지텍마크 영문 지가 포인트면 색 변하니 은근히 좋으네요,1
56,오랜만에 바꿔봐서 아직 적응이 안되는데손에 들어오는 느낌도 좋고 좋네요좌측 버튼 개가 그 동안 마우스 잡는 습관때문에자꾸 걸리적 거리는데 적응돠죠 금방,1
57,원래   사용중 이었는데고장나서 이 제품으로 구매 했습니다원래  장점은 그대로 느껴지면서조명이 여러가지 색이 어우러지는게아주 예뻐서 마음에 듭니다,1
58,흔해서 그렇지 롤같은 장르 게임용으로 이거보다 좋은것도 찾기 힘든듯정말 만족하는 마우스 입니다단점은 오직 흔해서 레어하지 않은점과 더블클릭 문제,1
59,클릭 단추가 너무 가벼워 무의식 중에 클릭되어 손가락에 오히려 약간의 집중이 필요하고가끔 오른클릭이 된다화이트라 사무실에서 오래쓰면 때탈듯,0
60,정품으로 아주 잘왔습니다가성비 좋고 작동 잘됩니다다만 운이겠지만 게임을 자주하는데 우클릭의 타건감이 벌써 줄어든것습니다 구매한지 이주일정도 되었나요 ㅎㅎ,1
61,잘받았습니다맘에드네요이제품 이전버젼스다 새로업그레이드된 제품으로바구는데 잘되네요마우스휠이 고장이라 여러가지를 보다 이제춤을 선택하게됐네요번창하시기를 바랍니다,1
62,명불허전 의 후속작   소프트웨어 설치에서 좀 애먹었지만 더블클릭 걱정 빼면 하드웨어로는 깔것이 없는 마우스답게 성능 확실하네요,1
63,전에 기가바이트 마우스 쓰다가 오래 쓰니 마우스 인식이 중간에 끊기고 그래서 바꿨는데 마우스가 훨씬 가볍고 색감도 좋고 이쁘네요 사무실용 하나 구매했는데 집에 마우스도 바꾸고 싶어요,1
64,정품아니였으면 드라이버인식 안되었을텐데 잘연결된거보면 정품 확실하네요 가격도 만족스럽게 구매했고 버튼 문제도 없고 색이 완전 마음에드네요,1
65,배송 빠름추천여부는  글쎄 행사할때 사세요 그리고 마우스 코드 가 꺾여서 와서 쓸때 좀 거슬리고 찝찝 그리고 박스 스티거가 반쯤 개봉되있어서 더 그렇고,0
66,흰색 집에서 쓰고 검은색 회사에서 쓰려고 또 샀어요그립감  클릭 사이즈  성능 불빛 다 만족스럽습니다,1
67,빠른배송과 제품에 만족합니다마우스 우클릭 버튼 때문에 자꾸 구매하게 되는데적당한 가격으로 구매하기에 좋다 생각합니다,1
68,역시 마우스하면 로지텍임 적당한 무게감과손에 그립감 딱좋습니다 가격도 좋고가성비 최고임 ㅎㅎ,1
69,기존에 사용하던게 고장나서 구매했어요기간도 괜찮고 무난하게 사용하기 좋을거같네요다만 클릭시 기존에비해 좀 더 크긴하네요상품 배송 모두 만족합니다,1
70,무선 사려고 했는데  받고보니 유선이네요 ㅠㅠ아들이 그냥 쓴다고 해요   무선 아닌거만 빼고 추가  버튼 기능이 있으니 좋아합니다,1
71,마우스하면 로지텍이라는 말이 맞는거같네요 정말 그립감 좋고 반응속도도 좋습니다 거기다가 까지 은은하게 밝혀주어 감성적입니다,1
72,피시방에서 써보고 너무 좋아서 사무실이랑 집에 있는거 다 이 마우스오 바꿨는데 너무 만족스럽습니다 가성비 최고예요 색도 이뻐요,1
73,배송이 빨라서 좋아요벌크보다는 박스포장이 더 좋은거 같아요벌크는 년도 안되 더블클릭 현상이 생겨 이번에 박스로 구매해 봅니다 부디 더블클릭 없기를,1
74,배송도 빠르고 좋군요외관도 예쁘고 클릭감이 아주 상쾌하네요 커서의 이동 속도 조절도 잘되고 좋습니다즐거운 마음으로 잘 사용하겠습니다ㅎ,1
75,키보드와 마우스가 넌되서 교체했습니다이번엔 흰색으로 맞춰보고싶어서 구매했는데깔끔하네요 이 마우스는  가 나오는데 조금 열이있어요,1
76,정품싸게샀어요신랑에게 다른것도 사줘봤는데요이게 젤편하다고흰색 블랙  이번엔  블루세일하길래 여유분으로 미리사놨어요블루도있는걸 몰랐는데 이쁘네요,1
77,몇일전 쿠에서 로지텍  세대  마우스 정품을 싸게 구입했는데 가품이 와서 정말 황당했는데 제대로 된 정품을 구입했네요,0
78,이벤트재고는없다는 다른 글들을보고 블루 색상 구매를 하게되었는데 엄청 만족하고 좋습니다기존 프로디지보다 클릭감이 좀더 쎄진기분이네요,1
79,배송도 빠르고  세대라 좋아요ㅋㅋ  마우스 가성비 면에서는 최고인듯합니다ㅋㅋ 역시 마우스는 로지텍이죠ㅋㅋ,1
80,제품박스에있는 시리얼넘버랑 마우스에있는 시리얼넘버랑 다름 마우스 뒷면 시리얼넘버로 정품등록안됨 박스에있는 시리얼은 정품등록됨 ,0
81,잘 받았습니다 세대  쓰다가 더블클릭현상으로 세대 마우스 구입했어요 가성비 좋은 마우스로 만족합니다,1
82,처음에 마우스패드위에서 좀 적응이 안되는지 원하는 곳으로 이동이  빠르지 않고 불편했는데 며칠 쓰니 괜찮아 졌어요 그 이후 사용감 좋아요,1
83,계속 로지텍 범용 마우스 사용해왔습니다딱히 완벽하지는 않지만 그냥 믿고 사용하고 있습니다사용 오래하면 고장나고 또 새로 사고 하고 있습니다,1
84,택배기사분이 제대로 전달이 안되서 미수령신고 했었는대 다음날 보니까 집은 층인대 층에 있더군요 그래도 마우스는 만족하면서 쓰고 있습니다,0
85,마우스 자체가 작고 납작한데 팜그립형이 아니고 클로그립형임 더블클릭 현상은 아직 체감하진 못했음,0
86,좌우 클릭 압력이 달라요 좌클릭은 보통인데 우클릭은 아주 민감한지 살짝만 눌러도 클릭이 되니 마우스 움직일때마다 환장하겠네요,0
87,가 년이라샤 믿고 구매했는데그립감 클릭감 휠 스크롤박자가 다 좋은데이걸 왜 이제서야 샀는지 후회중,0
88,벌크 병행수입과 정품 표기를 모호하게 하는 곳이 많아서 선택에 어려움이 있었는데 문제때문에 정품을 사려고 찾아보다가 여길 택했는데 좋았습니다,1
89,이전에 더 비싼 로지텍마우스가 좋네요 하지만 저가로는 이것도 괸찬은듯 지금은 스태그플레이션 중이니소비를 줄여야 할듯 그럼 사업 건승하세요,0
90,볶볶이가 없어서흠이다 ㅎ상자에 먼지가 좀많다 닦아서 주면 좋을껄작동에는 문제가 없어보이는데 줄까지 파란색이면좀더 괜찮지않을까 싶다,0
91,명불허전 드라이버까지 깔고 나니 조명도 껐다 켰다 음악에 따라 조명이 춤을 추고 정확한 버튼 동작이야 말할 것도 없는 거고요,1
92,로지텍중에 싸구려지만 포장 깔끔하고 마우스 재질 달라붙지 않는거라 좋다 좌측 개 버튼이 너무 작긴하다,1
93,가 워낙 가품이 많은 제품인데 이곳에서 판매하는것은 정품제품이네요제품등록도 잘되고  도 잘 작동됩니다좋은 제품 감사합니다 ,1
94,생각한 만큼 크거나 작지 않은 중간크기지만 간결하게 제가 원하는 필요한 기본적인 기능들로 기본기가 충실하게 된 제품입니다,1
95,정품입니다 반응도 좋고 불빛도 잘 들어오고 휠도 잘돌아가고 만족합니다 프로그램 설치해서 셋팅해서 쓰니 아주 만족합니다,1
96,무선도 좋지만 역시꼽아쓰는 무선마우스가 최고네여가성비 최고의 로지텍 마우스,1
97,박스에 잘 넣어 도착했네요 포트에 꽂으니 인식하고 이상없이 동작하네요  하고 같은건가 세대라고 해서 구입했는데,1
98,다나와에서 왜 여기가 정품으로 링크된건지 화나네요받고나서야 벌크인걸 확인합니다벌크살거면 훨 저렴한곳 많았는데 ㅡㅡ정품아님벌크,0
99,더 말할게 잇나 짭지텍 짭 안보내주고 찐 로지텍 보내줫고 제품등록 ㄱㄴ인데 이거 사세요 쿠팡같은곳 가서 사기먹지마시고,1
100,물건은 잘받았습니다 무인택배함에 넣어달라고 했는데 문앞에 있어서 살짝 당황했네요 앞으로는 확인하시어 말씀드린위치에 있었으면 좋겠습니다,0
101,아들이 선택한 제품으로 주문했는데 받아보고 좋아하네요 가격은 높은 편이지만 사용하기 편하다고 좋아해서 만족합니다,1
102,저렴한 가격에 기본기에 충실한 마우스보증되는 상품으로 잘 구매했습니다새어나오는 색이 너무 예쁘네요,1
103,가 인기많은만큼 가품이 많다고 해서 걱정했는데 로지텍 소프트웨어로 정품확인해보고 안심했습니다 배송은 정말 빨리 오네요,1
104,늘 사용하는 로지텍 마우스라 손에 익숙해서 편하고 좋아요박스도 깔끔하고 좋아서 선물 해주기도 좋네요,1
105,배송 빨랐고 진짜 세대 라이트가 미친거같아요 너무 이쁘고 클릭감도 피방에서 쓰던 그대로라 맘에들어요 선도 길고,1
106,안녕하세요 주문한 상품 안전하게 잘 받았습니다 품질도 만족스럽고 배송도 빨랐어요 다음에도 이곳에서 구매할게요,1
107,마우스가 고장나서 구입하게 되었는데요잘작동 합니다 마우스는 역시 로지텍이 좋은거 같습니다,1
108,클릭 부드럽고 편하게 잘 쓰고 있습니다 오래도록 고장없이 잘 사용하기를 바라고 있습니다 대박나세요 감사합니다,1
109,배송 빠르고 상품 좋네요레인보우  영롱합니다박스 정품으로 잘 받았습니다반응도 좋고 클릭감 좋네요,1
110,배송이 빠르고 잘 도착 했음 가격도 괜찮았고정품등록도 잘되고 작동도 잘됨 작고 가벼워서 괜찮네요,1
111,역시 가성비 좋아요 게이밍 마우스 이 가격에 이만한 성능은 없을듯,1
112,그립감도 좋고 이뻐서  맘에들어요제 컴퓨터의 문제인지는 모르지만 터치속도는 조금 떨어지는것 같아요,1
113,로지텍 제품 좋은거 다들 아실겁니다마우스 가볍고 디자인도 이뻐서 구매했습니다좋은상품 많이 파세요,1
114,손이 작은편이라 한손에 딱들어오네요 예전 초기 모델보단 무게감이 덜하지만 색상에 불들어오니 이쁘네요,1
115,전에 사용하던 세대가 고장증상을보여 새로 장만했습니다 세대 라고 하니 기존 더블클릭 문제는 잘 해결는지 궁금하네요,0
116,무선 마우스 쓰다가 이걸로 바뀌봅니다 여자손엔 좀 큰 느낌이지만 익숙해지니 괜찮아요 ,1
117,배송이 당황스러울 정도로 빠르네요 어제 오후에 시킨 상품이 아침에 도착했어요  최고입니다 많이 파세요,1
118,겜방에서 사용하는 걸로 같은걸 주문했는데 그립감도 좋고 가볍고 손에 익숙해서 좋아요잘쓸게요,1
119,배송이 엄청 빠르며 클릭 소음이 적고 게이밍시 빠른 응답속도가 있습니다 추천드립니다,1
120,항상 로지텍제품을 사용하고있는데 이번것도 맘에드네요더블클릭오류도 없고 그립감도 좋아요,1
121,의고질적인 더블클릭 증상이 년만에 나타나네요같은걸로 사봅니다가격대비 제일 좋은것 같습니다,1
122,워낙 가성비 명작이라 대부분 잘 아실듯하네요 선물용으로 샀는데  써보니 최고 입니다,1
123,믿고 쓰는  친한 동생 컴퓨터 맞추는 기념으로 이것저것 선물하면서 도 선물했는데 맘에 들어하네요,1
124,짝퉁일까봐 걱정했는데 진품 맞음 다른데서 가격 좀 싸더라도 다 짝퉁이니까 여기서 믿고 진품 사세요들,1
125,정품이고 마우스 클릭도 잘되고 가볍고 마우스 선도 고급스럽고 아주 좋아요,1
126,매크로 기능이 필요해서 가격대가 저렴하면서 편한 제품이라구입했어요 테스트해보니깐 잘돌아가네요,1
127,가성비 있는 마우스네요 전에 오랜된 마우스 쓰다가 바꿨는데 만족합니다,1
128,일단배송도 빠르구여 포장도 좋습니다 배송비 이중으로 나가는것도 판매자 분께서 잘 처리해 주시고 감사합니다,1
129, 좋아요 전에도 쓰던건데 더블클릭 증상 생겨서 버리고 다시 구매하네요 정품이라 고장안나고 오래 쓰길,1
130,구매후 다음날 받았습니다엄청빠른배송과 정품 로지텍 마우스를 저렴하게 구매했습니다감사합니다,1
131,항상 마우스는 로지텍 인데 항상 더블 클릭 때문에 다시 사는데 이건 좀 오래 쓰길,1
132,기존에 사용하던 마우스가 고장나서 구입했습니다 그립감도 좋고 반응도 좋네요,1
133,배송은 느렸지만 잘 도착했습니다   연결도 잘 되고 라일락색이 실물도 예뻐서 추천합니다,1
134,어제 정오 주문해서 오늘 아침에 받았어요 본품 박스가 약간 찌그러져있긴한데 쓰는데 문제 없음 괜찮아요,1
135,택배사에서 하루 더 있다가 왔네요정품박스에 담겨서 이상없이 잘 받았어요 고장없이 오래 썼음 좋겠어요 ,1
136,피시방서 많이 쓰는 제품이라고 그래서 샀더니 넘 별로에요더블클릭도 자주 되고ㅠ가격대비 넘 별로예쁘긴 해요,0
137,어제 주문하고 오늘 받았어요 사용해보니 이 마우스가 왜 국민 마우스인지 알겠어요,1
138,제품에 이상은 없지만 비가 와도 그렇지요 겉박스며 안에 박스까지 엄청 젖어서 흐물흐물하게 왔네요,0
139,로지텍만 쓰는데 이번에 또 구매했네요 항상 만족 합니다 부드럽고 손에 쏙 감깁니다,1
140,게이밍 마우스 처음인데 간지나네요 클릭감도 좋고  조절로 빠릿합니다,1
141,배송도 빠르고 마우스도 문제 없이 잘되네요 한층 게임을 즐길수 있게 되었어요 내구성이 좋길,1
142,로지텍 마우스 전에도 썼지만 정말 좋아요 좋은 물건 줘서 너무 감사 합니다 사업 번창하셔요,1
143,이제품전에도 로지텍마우스를 이용중인데 넘좋아서 같은브랜드로 구매했어요 역시 굿선택이네요,1
